"Question Number" "Answer Number" "Predict Rank" "Predict Proba" "Answer class"
Q399_R48 Q399_R48_C5 7 0.9673486722257704 true
Q399_R48 Q399_R48_C8 8 0.9645083927013604 true
Q399_R48 Q399_R48_C10 9 0.9438702288993837 false
Q399_R48 Q399_R48_C4 10 0.6590562070596329 false
Q400_R12 Q400_R12_C8 1 0.9867535991801826 false
Q400_R12 Q400_R12_C1 2 0.9832107815275197 false
Q400_R12 Q400_R12_C6 3 0.9656377665868888 true
Q400_R12 Q400_R12_C10 4 0.9470147170949805 true
Q400_R12 Q400_R12_C9 5 0.9281133029285736 true
Q400_R12 Q400_R12_C4 6 0.887261274920252 false
Q400_R12 Q400_R12_C5 7 0.8152551842375741 false
Q400_R12 Q400_R12_C7 8 0.8152551842375741 false
Q400_R12 Q400_R12_C3 9 0.6532661733421675 true
Q400_R12 Q400_R12_C2 10 0.5468006244302681 false
Q400_R17 Q400_R17_C5 1 0.9999404118263393 false
Q400_R17 Q400_R17_C8 2 0.999799453897439 false
Q400_R17 Q400_R17_C7 3 0.9976280156301186 false
Q400_R17 Q400_R17_C6 4 0.9745352913823253 false
Q400_R17 Q400_R17_C4 5 0.9739466001377588 false
Q400_R17 Q400_R17_C2 6 0.9720119284194972 false
Q400_R17 Q400_R17_C3 7 0.9312483217029713 false
Q400_R17 Q400_R17_C10 8 0.7894858563978258 false
Q400_R17 Q400_R17_C9 9 0.7016827324587618 false
Q400_R17 Q400_R17_C1 10 0.6467367122828513 false
Q400_R37 Q400_R37_C1 1 0.9999867647092229 true
Q400_R37 Q400_R37_C3 2 0.9973078237948165 true
Q400_R37 Q400_R37_C4 3 0.9966732582650837 true
Q400_R37 Q400_R37_C2 4 0.9882856321173062 true
Q400_R37 Q400_R37_C9 5 0.9810495357739721 true
Q400_R37 Q400_R37_C8 6 0.9593339335002915 true
Q400_R37 Q400_R37_C5 7 0.9563808376973577 true
Q400_R37 Q400_R37_C6 8 0.8558544826088145 true
Q400_R37 Q400_R37_C10 9 0.7869091395179563 true
Q400_R37 Q400_R37_C7 10 0.5362733797171607 false
Q400_R52 Q400_R52_C1 1 0.9999998768755515 true
Q400_R52 Q400_R52_C2 2 0.9983784450244815 false
Q400_R52 Q400_R52_C6 3 0.9909810257543478 false
Q400_R52 Q400_R52_C8 4 0.9907078341317467 false
Q400_R52 Q400_R52_C10 5 0.9880812032201631 true
Q400_R52 Q400_R52_C9 6 0.9233769209099619 true
Q400_R52 Q400_R52_C3 7 0.9064477037518132 true
Q400_R52 Q400_R52_C7 8 0.8815318734943761 false
Q400_R52 Q400_R52_C5 9 0.6651839852737442 true
Q400_R52 Q400_R52_C4 10 0.6594321488285547 true
Q400_R62 Q400_R62_C9 1 0.999999997581049 true
Q400_R62 Q400_R62_C1 2 0.9662029440456219 false
Q400_R62 Q400_R62_C6 3 0.9481465530063663 false
Q400_R62 Q400_R62_C10 4 0.9409845094419922 true
Q400_R62 Q400_R62_C7 5 0.9318111424657747 true
Q400_R62 Q400_R62_C4 6 0.8994832376238302 true
Q400_R62 Q400_R62_C3 7 0.8643909834370561 true
Q400_R62 Q400_R62_C5 8 0.8493522877728514 true
Q400_R62 Q400_R62_C2 9 0.8051822983534528 true
Q400_R62 Q400_R62_C8 10 0.61743125347213 true
Q401_R64 Q401_R64_C2 1 0.9999999999387394 true
Q401_R64 Q401_R64_C10 2 0.9999805824029875 true
Q401_R64 Q401_R64_C8 3 0.9998147052284172 true
Q401_R64 Q401_R64_C1 4 0.9997913066467757 true
Q401_R64 Q401_R64_C4 5 0.9646699501470625 true
Q401_R64 Q401_R64_C3 6 0.932318813360236 false
Q401_R64 Q401_R64_C6 7 0.7933550702247716 false
Q401_R64 Q401_R64_C5 8 0.7770592384803147 false
Q401_R64 Q401_R64_C7 9 0.6789032247065419 true
Q401_R64 Q401_R64_C9 10 0.636845894880373 true
Q401_R7 Q401_R7_C3 1 0.9999804035719979 true
Q401_R7 Q401_R7_C1 2 0.9964256821639987 true
Q401_R7 Q401_R7_C8 3 0.9762250775271629 false
Q401_R7 Q401_R7_C9 4 0.9382306423111891 true
Q401_R7 Q401_R7_C7 5 0.8941507268130559 false
Q401_R7 Q401_R7_C6 6 0.8671286174022259 false
Q401_R7 Q401_R7_C10 7 0.8346575329449354 true
Q401_R7 Q401_R7_C5 8 0.7244370175636866 true
Q401_R7 Q401_R7_C2 9 0.6975551386576726 false
Q401_R7 Q401_R7_C4 10 0.6160730327066911 true
Q402_R29 Q402_R29_C9 1 0.9997137698923899 false
Q402_R29 Q402_R29_C7 2 0.9936329157973798 false
Q402_R29 Q402_R29_C2 3 0.9908273290926568 false
Q402_R29 Q402_R29_C10 4 0.989846587888392 true
Q402_R29 Q402_R29_C1 5 0.9680201039214387 false
Q402_R29 Q402_R29_C8 6 0.9107906617210776 true
Q402_R29 Q402_R29_C3 7 0.6751811519320838 true
Q402_R29 Q402_R29_C5 8 0.6751811519320838 true
Q402_R29 Q402_R29_C4 9 0.5761907810827382 false
Q402_R29 Q402_R29_C6 10 0.5060994718150563 true
Q402_R60 Q402_R60_C10 1 0.9989043208098202 false
Q402_R60 Q402_R60_C3 2 0.9899625894642043 false
Q402_R60 Q402_R60_C7 3 0.9711552473764916 false
Q402_R60 Q402_R60_C9 4 0.9651056432070481 false
Q402_R60 Q402_R60_C2 5 0.9015756235620507 false
Q402_R60 Q402_R60_C5 6 0.8808637753547126 false
Q402_R60 Q402_R60_C8 7 0.8733314679946917 false
Q402_R60 Q402_R60_C6 8 0.7984940629620867 true
Q402_R60 Q402_R60_C1 9 0.7903397087579114 false
Q402_R60 Q402_R60_C4 10 0.5828329970426553 false
Q402_R71 Q402_R71_C9 1 0.999993804185198 false
Q402_R71 Q402_R71_C5 2 0.9999831299522873 false
Q402_R71 Q402_R71_C1 3 0.9962267285784067 false
Q402_R71 Q402_R71_C6 4 0.9815573846742827 true
Q402_R71 Q402_R71_C10 5 0.9808251418593514 false
Q402_R71 Q402_R71_C7 6 0.972404771122261 false
Q402_R71 Q402_R71_C2 7 0.9723667430954278 false
Q402_R71 Q402_R71_C3 8 0.9368564725354114 false
Q402_R71 Q402_R71_C4 9 0.9282237813280989 false
Q402_R71 Q402_R71_C8 10 0.5032059775501718 true
Q402_R78 Q402_R78_C9 1 0.9922753124663748 false
Q402_R78 Q402_R78_C10 2 0.9891941398827434 false
Q402_R78 Q402_R78_C7 3 0.9784529447816164 true
Q402_R78 Q402_R78_C1 4 0.9783873577609179 false
Q402_R78 Q402_R78_C3 5 0.8384015702481871 false
Q402_R78 Q402_R78_C6 6 0.8369838537175228 true
Q402_R78 Q402_R78_C4 7 0.7791568713787979 true
Q402_R78 Q402_R78_C5 8 0.6985216817545535 true
Q402_R78 Q402_R78_C2 9 0.6464574791952418 false
Q402_R78 Q402_R78_C8 10 0.5507506417296372 false
Q403_R24 Q403_R24_C2 1 0.9903302476694454 false
Q403_R24 Q403_R24_C3 2 0.986726966113113 true
Q403_R24 Q403_R24_C6 3 0.982229359786927 false
Q403_R24 Q403_R24_C7 4 0.9814629803583556 false
Q403_R24 Q403_R24_C4 5 0.9614565978792456 false
Q403_R24 Q403_R24_C9 6 0.9425838739162515 false
Q403_R24 Q403_R24_C5 7 0.9208127970370639 false
Q403_R24 Q403_R24_C8 8 0.8965332732540126 false
Q403_R24 Q403_R24_C10 9 0.7535983346827213 false
Q403_R24 Q403_R24_C1 10 0.6183095726174657 true
Q403_R29 Q403_R29_C4 1 0.999999999969251 true
Q403_R29 Q403_R29_C5 2 0.9999999995632876 true
Q403_R29 Q403_R29_C1 3 0.9999999966111008 true
Q403_R29 Q403_R29_C6 4 0.9999999723986154 true
Q403_R29 Q403_R29_C9 5 0.9999996836062643 true
Q403_R29 Q403_R29_C10 6 0.9999968075874445 true
Q403_R29 Q403_R29_C2 7 0.9999948437989101 true
Q403_R29 Q403_R29_C3 8 0.9995753242906256 true
Q403_R29 Q403_R29_C7 9 0.9953819166719361 true
Q403_R29 Q403_R29_C8 10 0.9945586610121175 true
Q403_R48 Q403_R48_C9 1 0.9999999999887325 false
Q403_R48 Q403_R48_C2 2 0.9999999998736893 false
Q403_R48 Q403_R48_C7 3 0.9999999998090157 false
Q403_R48 Q403_R48_C10 4 0.99999999967337 false
Q403_R48 Q403_R48_C4 5 0.9999999983270988 false
Q403_R48 Q403_R48_C6 6 0.9999999757553335 false
Q403_R48 Q403_R48_C5 7 0.9999999406390994 false
Q403_R48 Q403_R48_C8 8 0.9999917632888635 false
Q403_R48 Q403_R48_C1 9 0.9999419974549177 false
Q403_R48 Q403_R48_C3 10 0.9979279318505333 false
Q403_R7 Q403_R7_C8 1 0.9999990962729577 true
Q403_R7 Q403_R7_C5 2 0.9999685881868268 false
Q403_R7 Q403_R7_C6 3 0.9999277832889765 false
Q403_R7 Q403_R7_C9 4 0.9993786386014804 false
Q403_R7 Q403_R7_C1 5 0.9928102341086675 true
Q403_R7 Q403_R7_C2 6 0.9928102341086675 true
Q403_R7 Q403_R7_C3 7 0.9928102341086675 true
Q403_R7 Q403_R7_C10 8 0.8903610630941174 false
Q403_R7 Q403_R7_C7 9 0.7813241805104405 true
Q403_R7 Q403_R7_C4 10 0.7288968744125479 false
Q404_R117 Q404_R117_C2 1 0.9999996978027975 false
Q404_R117 Q404_R117_C6 2 0.999998820818414 false
Q404_R117 Q404_R117_C4 3 0.9999986721495651 false
Q404_R117 Q404_R117_C9 4 0.9999965388441562 false
Q404_R117 Q404_R117_C1 5 0.9999917832315062 false
Q404_R117 Q404_R117_C7 6 0.9999889845217829 false
Q404_R117 Q404_R117_C5 7 0.9999888031258787 false
Q404_R117 Q404_R117_C10 8 0.9998959350800783 false
Q404_R117 Q404_R117_C3 9 0.9998562955475049 false
Q404_R117 Q404_R117_C8 10 0.58944808448925 false
Q404_R88 Q404_R88_C10 1 0.9999489145234077 true
Q404_R88 Q404_R88_C4 2 0.9978757838089559 true
Q404_R88 Q404_R88_C3 3 0.9784659765479078 true
Q404_R88 Q404_R88_C8 4 0.8843630239422428 true
Q404_R88 Q404_R88_C5 5 0.8819719445191384 false
Q404_R88 Q404_R88_C1 6 0.817737881804756 true
Q404_R88 Q404_R88_C6 7 0.7659931883384189 true
Q404_R88 Q404_R88_C7 8 0.759834437843598 true
Q404_R88 Q404_R88_C9 9 0.6223453823867758 true
Q404_R88 Q404_R88_C2 10 0.5529425520276102 true
Q404_R89 Q404_R89_C7 1 0.999580369697184 true
Q404_R89 Q404_R89_C3 2 0.9994642882638576 false
Q404_R89 Q404_R89_C4 3 0.9918659583393821 false
Q404_R89 Q404_R89_C5 4 0.946295069043529 false
Q404_R89 Q404_R89_C8 5 0.9300846818742969 false
Q404_R89 Q404_R89_C1 6 0.8929286080243377 false
Q404_R89 Q404_R89_C10 7 0.7560056550593218 false
Q404_R89 Q404_R89_C9 8 0.6773345340433908 false
Q404_R89 Q404_R89_C2 9 0.5356017546933995 false
Q404_R89 Q404_R89_C6 10 0.5213930677641014 true
Q404_R94 Q404_R94_C5 1 0.9791303752518402 false
Q404_R94 Q404_R94_C1 2 0.9725673134725267 false
Q404_R94 Q404_R94_C2 3 0.951511344645132 false
Q404_R94 Q404_R94_C3 4 0.939790135369625 true
Q404_R94 Q404_R94_C6 5 0.8558771222842374 false
Q404_R94 Q404_R94_C4 6 0.7996096767495668 true
Q404_R94 Q404_R94_C8 7 0.7528375638708114 false
Q404_R94 Q404_R94_C10 8 0.7063144395767146 true
Q404_R94 Q404_R94_C9 9 0.6939429755154589 false
Q404_R94 Q404_R94_C7 10 0.6550183479493334 false
Q405_R28 Q405_R28_C1 1 0.9997885272307092 true
Q405_R28 Q405_R28_C3 2 0.9997406456726632 true
Q405_R28 Q405_R28_C7 3 0.9948602641537635 true
Q405_R28 Q405_R28_C5 4 0.973189652724163 false
Q405_R28 Q405_R28_C6 5 0.9651485657761203 false
Q405_R28 Q405_R28_C2 6 0.9527757964613841 false
Q405_R28 Q405_R28_C4 7 0.859058246773043 false
Q405_R28 Q405_R28_C10 8 0.8364064837033732 true
Q405_R28 Q405_R28_C8 9 0.7652906742551386 false
Q405_R28 Q405_R28_C9 10 0.6851436432719624 false
Q405_R62 Q405_R62_C5 1 0.9999999669632289 true
Q405_R62 Q405_R62_C9 2 0.9999999503459216 true
Q405_R62 Q405_R62_C6 3 0.999999786415353 true
Q405_R62 Q405_R62_C10 4 0.9999994938460515 true
Q405_R62 Q405_R62_C8 5 0.9999741415415719 true
Q405_R62 Q405_R62_C2 6 0.9998761758133451 true
Q405_R62 Q405_R62_C3 7 0.9996910828691116 true
Q405_R62 Q405_R62_C4 8 0.9944430250386861 true
Q405_R62 Q405_R62_C1 9 0.9617377417144019 true
Q405_R62 Q405_R62_C7 10 0.7474704308310556 false
Q405_R74 Q405_R74_C2 1 0.9876371841047156 true
Q405_R74 Q405_R74_C7 2 0.9867470224678588 true
Q405_R74 Q405_R74_C1 3 0.8820905276660895 true
Q405_R74 Q405_R74_C5 4 0.8820905276660895 true
Q405_R74 Q405_R74_C9 5 0.8809908158088255 false
Q405_R74 Q405_R74_C4 6 0.8483931317728781 true
Q405_R74 Q405_R74_C10 7 0.7602389791585833 true
Q405_R74 Q405_R74_C6 8 0.6351017598504424 true
Q405_R74 Q405_R74_C8 9 0.6221716709469527 true
Q405_R74 Q405_R74_C3 10 0.5342228891772905 true
Q405_R79 Q405_R79_C6 1 0.9999857599067015 true
Q405_R79 Q405_R79_C3 2 0.999212328382251 true
Q405_R79 Q405_R79_C4 3 0.999212328382251 true
Q405_R79 Q405_R79_C5 4 0.9966617325372747 true
Q405_R79 Q405_R79_C2 5 0.9953106174936573 false
Q405_R79 Q405_R79_C8 6 0.9744916602004406 false
Q405_R79 Q405_R79_C9 7 0.8780262153093357 false
Q405_R79 Q405_R79_C1 8 0.7669620996516284 true
Q405_R79 Q405_R79_C7 9 0.7596064414489188 false
Q405_R79 Q405_R79_C10 10 0.6984761823177045 true
Q406_R78 Q406_R78_C4 1 0.9995374145484593 false
Q406_R78 Q406_R78_C1 2 0.9991928989909157 false
Q406_R78 Q406_R78_C6 3 0.9991499483460677 false
Q406_R78 Q406_R78_C3 4 0.9944284892448425 false
Q406_R78 Q406_R78_C9 5 0.9942353241282369 true
Q406_R78 Q406_R78_C5 6 0.9926125229089426 false
Q406_R78 Q406_R78_C10 7 0.9636178331638948 false
Q406_R78 Q406_R78_C2 8 0.9622214463083665 false
Q406_R78 Q406_R78_C7 9 0.7610034635453955 false
Q406_R78 Q406_R78_C8 10 0.5301493409277023 false
Q407_R12 Q407_R12_C6 1 0.9999999999861808 true
Q407_R12 Q407_R12_C8 2 0.999999999556342 true
Q407_R12 Q407_R12_C4 3 0.9999992692708619 true
Q407_R12 Q407_R12_C5 4 0.9999974960449095 true
Q407_R12 Q407_R12_C1 5 0.999996516489064 true
Q407_R12 Q407_R12_C2 6 0.9999926933919087 true
Q407_R12 Q407_R12_C7 7 0.9999919739635401 true
Q407_R12 Q407_R12_C9 8 0.9999901940574981 true
Q407_R12 Q407_R12_C10 9 0.9998692077446424 true
Q407_R12 Q407_R12_C3 10 0.9989271460416242 true
Q407_R26 Q407_R26_C7 1 0.9999984386992457 true
Q407_R26 Q407_R26_C9 2 0.9999938992094899 false
Q407_R26 Q407_R26_C8 3 0.999989073107733 false
Q407_R26 Q407_R26_C2 4 0.9995279623522796 false
Q407_R26 Q407_R26_C1 5 0.9679311782134613 false
Q407_R26 Q407_R26_C3 6 0.9564141253025832 false
Q407_R26 Q407_R26_C4 7 0.9119287648836583 false
Q407_R26 Q407_R26_C5 8 0.6780506358631575 false
Q407_R26 Q407_R26_C6 9 0.6106285916542885 false
Q407_R26 Q407_R26_C10 10 0.5551255941414848 false
Q407_R3 Q407_R3_C5 1 0.9999918545393293 true
Q407_R3 Q407_R3_C6 2 0.9997371673086107 false
Q407_R3 Q407_R3_C7 3 0.9991530640110899 false
Q407_R3 Q407_R3_C10 4 0.9950623973074293 false
Q407_R3 Q407_R3_C1 5 0.9773538616954187 false
Q407_R3 Q407_R3_C9 6 0.9714322320353677 false
Q407_R3 Q407_R3_C8 7 0.9314945277480446 false
Q407_R3 Q407_R3_C2 8 0.8339225833160411 false
Q407_R3 Q407_R3_C4 9 0.6923872421296242 false
Q407_R3 Q407_R3_C3 10 0.6330609520463988 false
Q407_R30 Q407_R30_C6 1 0.9999082002790146 false
Q407_R30 Q407_R30_C9 2 0.9974042903266057 false
Q407_R30 Q407_R30_C10 3 0.995104313431284 false
Q407_R30 Q407_R30_C2 4 0.9885716968239967 false
Q407_R30 Q407_R30_C5 5 0.9691925709873987 false
Q407_R30 Q407_R30_C1 6 0.8865313920596908 false
Q407_R30 Q407_R30_C3 7 0.8222552765689239 true
Q407_R30 Q407_R30_C4 8 0.6825474099272524 true
Q407_R30 Q407_R30_C8 9 0.677219879517293 false
Q407_R30 Q407_R30_C7 10 0.6235938752361181 true
Q407_R36 Q407_R36_C6 1 0.9998874280054395 false
Q407_R36 Q407_R36_C2 2 0.9987688532757447 false
Q407_R36 Q407_R36_C7 3 0.9971401426948773 false
Q407_R36 Q407_R36_C8 4 0.992867528480713 false
Q407_R36 Q407_R36_C5 5 0.9905947612068015 false
Q407_R36 Q407_R36_C3 6 0.9529698725291657 false
Q407_R36 Q407_R36_C4 7 0.9520103700227294 true
Q407_R36 Q407_R36_C1 8 0.806125042358698 false
Q407_R36 Q407_R36_C9 9 0.6660429488370736 true
Q407_R36 Q407_R36_C10 10 0.5177631583035742 false
Q407_R39 Q407_R39_C9 1 0.9999135386974174 true
Q407_R39 Q407_R39_C8 2 0.9993415914286603 false
Q407_R39 Q407_R39_C6 3 0.98455540557111 false
Q407_R39 Q407_R39_C2 4 0.928477278171835 true
Q407_R39 Q407_R39_C5 5 0.928477278171835 true
Q407_R39 Q407_R39_C4 6 0.9080780918233393 true
Q407_R39 Q407_R39_C7 7 0.8830970513225114 true
Q407_R39 Q407_R39_C10 8 0.6047869279828929 true
Q407_R39 Q407_R39_C1 9 0.5556602488218635 true
Q407_R39 Q407_R39_C3 10 0.5474040371803242 true
Q407_R45 Q407_R45_C3 1 0.9980338284386643 false
Q407_R45 Q407_R45_C10 2 0.9944996710013327 true
Q407_R45 Q407_R45_C8 3 0.9765875040316956 false
Q407_R45 Q407_R45_C6 4 0.9381878967197647 false
Q407_R45 Q407_R45_C2 5 0.9076248499688778 false
Q407_R45 Q407_R45_C5 6 0.8954698770241297 true
Q407_R45 Q407_R45_C1 7 0.8801038044680229 false
Q407_R45 Q407_R45_C4 8 0.8420259827594305 false
Q407_R45 Q407_R45_C9 9 0.7363210381822884 false
Q407_R45 Q407_R45_C7 10 0.6549905025114247 false
Q408_R10 Q408_R10_C7 1 0.9973143344086697 false
Q408_R10 Q408_R10_C6 2 0.9912351062636314 false
Q408_R10 Q408_R10_C1 3 0.9881142216402045 false
Q408_R10 Q408_R10_C4 4 0.985688141318923 false
Q408_R10 Q408_R10_C2 5 0.9477307843151836 false
Q408_R10 Q408_R10_C3 6 0.9353340073687197 false
Q408_R10 Q408_R10_C5 7 0.9328414094539722 false
Q408_R10 Q408_R10_C8 8 0.886931950795095 false
Q408_R10 Q408_R10_C10 9 0.7761581425447349 false
Q408_R10 Q408_R10_C9 10 0.6195637242680581 false
Q408_R33 Q408_R33_C6 1 0.9995198569493953 false
Q408_R33 Q408_R33_C8 2 0.9993629282586871 false
Q408_R33 Q408_R33_C1 3 0.9988655205225885 true
Q408_R33 Q408_R33_C10 4 0.9977108700921337 false
Q408_R33 Q408_R33_C3 5 0.9887109160434643 true
Q408_R33 Q408_R33_C7 6 0.9816068215802 false
Q408_R33 Q408_R33_C5 7 0.9730074874558706 false
Q408_R33 Q408_R33_C2 8 0.9348320637349288 true
Q408_R33 Q408_R33_C4 9 0.674867310325256 false
Q408_R33 Q408_R33_C9 10 0.6226802422090167 false
Q409_R24 Q409_R24_C10 1 0.9996927031297725 false
Q409_R24 Q409_R24_C8 2 0.9945441766382862 false
Q409_R24 Q409_R24_C9 3 0.9902800676749782 false
Q409_R24 Q409_R24_C1 4 0.8989995313039982 true
Q409_R24 Q409_R24_C6 5 0.8732087706789879 true
Q409_R24 Q409_R24_C5 6 0.7641951389150619 false
Q409_R24 Q409_R24_C7 7 0.7027711215990176 true
Q409_R24 Q409_R24_C4 8 0.6656454129657032 true
Q409_R24 Q409_R24_C3 9 0.6641388864119173 false
Q409_R24 Q409_R24_C2 10 0.5338538043983038 false
Q409_R58 Q409_R58_C10 1 0.9994471064762214 false
Q409_R58 Q409_R58_C2 2 0.9993798529347887 false
Q409_R58 Q409_R58_C6 3 0.9960343889972856 false
Q409_R58 Q409_R58_C3 4 0.9955229329867371 false
Q409_R58 Q409_R58_C5 5 0.984537770299676 false
Q409_R58 Q409_R58_C4 6 0.9773432691497662 false
Q409_R58 Q409_R58_C1 7 0.9718809090565769 false
Q409_R58 Q409_R58_C8 8 0.9234636824461292 false
Q409_R58 Q409_R58_C9 9 0.7928832865241364 false
Q409_R58 Q409_R58_C7 10 0.7918168430583052 false
Q409_R75 Q409_R75_C9 1 0.9993205279174927 true
Q409_R75 Q409_R75_C3 2 0.9990595133422182 true
Q409_R75 Q409_R75_C10 3 0.9976080541759663 true
Q409_R75 Q409_R75_C1 4 0.9968177659603449 true
Q409_R75 Q409_R75_C8 5 0.990282200787472 true
Q409_R75 Q409_R75_C6 6 0.9562590220591443 true
Q409_R75 Q409_R75_C5 7 0.8975540684837721 true
Q409_R75 Q409_R75_C7 8 0.8550550938455217 true
Q409_R75 Q409_R75_C2 9 0.8005859543589805 true
Q409_R75 Q409_R75_C4 10 0.6648447607401646 false
Q410_R111 Q410_R111_C6 1 0.9996461200630761 false
Q410_R111 Q410_R111_C1 2 0.9994130969496325 false
Q410_R111 Q410_R111_C7 3 0.9919020958380156 true
Q410_R111 Q410_R111_C10 4 0.9885623727178281 true
Q410_R111 Q410_R111_C3 5 0.9786369929908051 true
Q410_R111 Q410_R111_C5 6 0.9302418201939942 false
Q410_R111 Q410_R111_C4 7 0.8643057862987713 false
Q410_R111 Q410_R111_C8 8 0.8444145336666914 false
Q410_R111 Q410_R111_C9 9 0.7037074723221153 false
Q410_R111 Q410_R111_C2 10 0.6603497042449432 false
Q410_R127 Q410_R127_C4 1 0.9998216821730316 true
Q410_R127 Q410_R127_C6 2 0.9972633136112878 true
Q410_R127 Q410_R127_C10 3 0.9611384713027422 true
Q410_R127 Q410_R127_C8 4 0.940725644633841 false
Q410_R127 Q410_R127_C7 5 0.887815760594469 true
Q410_R127 Q410_R127_C9 6 0.852786214607943 false
Q410_R127 Q410_R127_C3 7 0.8266303626970057 false
Q410_R127 Q410_R127_C1 8 0.780433862013657 true
Q410_R127 Q410_R127_C2 9 0.556542341893113 false
Q410_R127 Q410_R127_C5 10 0.5214060281842998 false
Q410_R139 Q410_R139_C6 1 0.9980006381758405 true
Q410_R139 Q410_R139_C4 2 0.997409779829097 true
Q410_R139 Q410_R139_C3 3 0.9888250254613172 false
Q410_R139 Q410_R139_C10 4 0.9806606862026003 true
Q410_R139 Q410_R139_C8 5 0.9788300586320929 true
Q410_R139 Q410_R139_C9 6 0.9337574699268937 false
Q410_R139 Q410_R139_C2 7 0.9122174455826675 true
Q410_R139 Q410_R139_C7 8 0.8433348803540625 false
Q410_R139 Q410_R139_C1 9 0.7604334405019081 false
Q410_R139 Q410_R139_C5 10 0.6625702577463763 false
Q410_R28 Q410_R28_C6 1 0.9999998929815067 true
Q410_R28 Q410_R28_C2 2 0.9999164481711922 false
Q410_R28 Q410_R28_C3 3 0.9993017621137965 true
Q410_R28 Q410_R28_C4 4 0.9912443658707288 true
Q410_R28 Q410_R28_C10 5 0.9906011969069861 true
Q410_R28 Q410_R28_C1 6 0.9840738260755437 false
Q410_R28 Q410_R28_C8 7 0.9754670517525893 false
Q410_R28 Q410_R28_C5 8 0.9023048939743544 true
Q410_R28 Q410_R28_C7 9 0.6609147173596092 true
Q410_R28 Q410_R28_C9 10 0.6127208656553128 false
Q410_R39 Q410_R39_C5 1 0.9997893470008722 false
Q410_R39 Q410_R39_C6 2 0.9997769901447542 false
Q410_R39 Q410_R39_C9 3 0.9976495732016656 false
Q410_R39 Q410_R39_C1 4 0.9828070623336235 false
Q410_R39 Q410_R39_C4 5 0.9713247081891507 false
Q410_R39 Q410_R39_C7 6 0.9700887740385336 false
Q410_R39 Q410_R39_C3 7 0.7731358217668294 false
Q410_R39 Q410_R39_C2 8 0.7028029371536683 true
Q410_R39 Q410_R39_C10 9 0.6631209120514593 true
Q410_R39 Q410_R39_C8 10 0.5788194703821483 true
Q410_R60 Q410_R60_C10 1 0.9999998294296079 false
Q410_R60 Q410_R60_C2 2 0.9999938805150581 false
Q410_R60 Q410_R60_C7 3 0.9999824873920838 false
Q410_R60 Q410_R60_C5 4 0.9999798455671773 false
Q410_R60 Q410_R60_C4 5 0.9999471047234686 false
Q410_R60 Q410_R60_C3 6 0.9999310004586501 false
Q410_R60 Q410_R60_C6 7 0.9999126922083056 false
Q410_R60 Q410_R60_C9 8 0.9987225931616113 false
Q410_R60 Q410_R60_C8 9 0.9986691536939765 false
Q410_R60 Q410_R60_C1 10 0.998178598184316 false
Q410_R63 Q410_R63_C7 1 0.9972925873502753 false
Q410_R63 Q410_R63_C3 2 0.9963679068156223 false
Q410_R63 Q410_R63_C5 3 0.9839537552220559 true
Q410_R63 Q410_R63_C4 4 0.9745922333508215 false
Q410_R63 Q410_R63_C8 5 0.9659644954808295 false
Q410_R63 Q410_R63_C1 6 0.8831217226631507 false
Q410_R63 Q410_R63_C6 7 0.7482295221149919 true
Q410_R63 Q410_R63_C10 8 0.7037745519349705 false
Q410_R63 Q410_R63_C2 9 0.6866757229470212 true
Q410_R63 Q410_R63_C9 10 0.6189193492075854 false
Q410_R76 Q410_R76_C5 1 0.9999877430744026 true
Q410_R76 Q410_R76_C10 2 0.981177070110574 false
Q410_R76 Q410_R76_C1 3 0.97202727729108 true
Q410_R76 Q410_R76_C9 4 0.9266137792315735 true
Q410_R76 Q410_R76_C4 5 0.9015579702393306 true
Q410_R76 Q410_R76_C2 6 0.8794128262667555 false
Q410_R76 Q410_R76_C6 7 0.8772904499752641 true
Q410_R76 Q410_R76_C7 8 0.7749381332363979 true
Q410_R76 Q410_R76_C3 9 0.7434861283473048 true
Q410_R76 Q410_R76_C8 10 0.5943588298510235 true
Q410_R85 Q410_R85_C3 1 0.9963346200299188 false
Q410_R85 Q410_R85_C9 2 0.9875304126418437 false
Q410_R85 Q410_R85_C5 3 0.9809900289825283 false
Q410_R85 Q410_R85_C8 4 0.9641372310087105 false
Q410_R85 Q410_R85_C10 5 0.8885318419247832 false
Q410_R85 Q410_R85_C1 6 0.8830146441388814 false
Q410_R85 Q410_R85_C4 7 0.8532252291600095 false
Q410_R85 Q410_R85_C2 8 0.8171647170438524 true
Q410_R85 Q410_R85_C6 9 0.7885623351001649 true
Q410_R85 Q410_R85_C7 10 0.512008471264422 true
Q412_R107 Q412_R107_C4 1 0.9999966389778143 false
Q412_R107 Q412_R107_C8 2 0.999993022810011 false
Q412_R107 Q412_R107_C5 3 0.9999849881237928 false
Q412_R107 Q412_R107_C2 4 0.9999807206581771 false
Q412_R107 Q412_R107_C7 5 0.9999766332411609 false
Q412_R107 Q412_R107_C1 6 0.9997847501067714 false
Q412_R107 Q412_R107_C6 7 0.9994194250069661 false
Q412_R107 Q412_R107_C10 8 0.9852046808945607 false
Q412_R107 Q412_R107_C3 9 0.9803090775502825 false
Q412_R107 Q412_R107_C9 10 0.788232747940747 false
Q412_R124 Q412_R124_C1 1 0.9933010642317797 true
Q412_R124 Q412_R124_C3 2 0.9709657554810944 true
Q412_R124 Q412_R124_C4 3 0.9618900127768659 true
